NAAC,Current course,upskill,course_hs,Shares country_hs,ranking,salary
B,PG in finance,Managment,none,US,189,41600
C,BE in others,Datascience,Finance,OTHER EUROPIAN COUNTRY,26,56400
C,B.Sc,Datascience,Management,AUSTRALIA,123,50200
A++,BA,none,Management,GERMANY,23,56200
A++,PG in datascience,none,others,INDIA,20,55000
B+,PG in finance,Finance,none,US,77,51300
B,CA,Art,none,OTHER ASIAN COUNTRY,166,39900
B,BA,Managment,Management,none,65,53500
D,PG in datascience,Managment,none,INDIA,27,58300
A++,BA,none,Engineering,none,48,50700
C,PG in datascience,Finance,none,UK,187,37800
NO GRADE,B.Sc,Art,IT,UK,155,44500
NO GRADE,BCom,Finance,Engineering,GERMANY,60,54500
C,BCom,IT,Engineering,INDIA,38,59200
A+,PG in HR,IT,Finance,INDIA,103,55700
A++,PG in HR,Art,others,AUSTRALIA,167,48800
B++,PG in Marketing,Finance,Finance,CANADA,44,53600
D,BE in others,Datascience,IT,OTHER EUROPIAN COUNTRY,24,60100
B++,PG in HR,Datascience,others,UK,130,50000
B+,PG in Marketing,Datascience,none,CANADA,119,45600
A++,BE in Datascience,Datascience,Economics,AUSTRALIA,123,56200
B,BE in Datascience,none,Management,OTHER EUROPIAN COUNTRY,106,45900
B++,"BE in cse,electronics,IT,Telecom",Art,Economics,OTHER ASIAN COUNTRY,33,58700
A+,B.Sc,Finance,Engineering,UK,180,40000
B+,CA,Finance,Finance,CANADA,136,44400
A+,BE in others,Datascience,IT,none,149,46100
C,PG in Marketing,Managment,IT,US,68,59700
A+,PG in datascience,Managment,Economics,AUSTRALIA,91,57900
B,BCom,Art,Economics,US,4,62600
A+,CA,none,Engineering,INDIA,155,45000
A,PG in HR,Managment,Economics,GERMANY,80,60000
NO GRADE,BE in others,Art,Engineering,UK,128,48700
C,PG in Marketing,IT,Management,US,28,61200
D,"BE in cse,electronics,IT,Telecom",none,Economics,INDIA,76,53400
NO GRADE,PG in datascience,Datascience,IT,US,110,56000
D,PG in HR,IT,IT,UK,1,66400
A++,PG in finance,Managment,Management,INDIA,70,58000
A,B.Sc,Datascience,Finance,CANADA,144,42100
A++,BA,Finance,Management,US,50,58500
B++,BE in others,Art,Engineering,OTHER EUROPIAN COUNTRY,144,46100
D,B.Sc,Finance,none,AUSTRALIA,173,39200
D,B.Sc,Finance,Engineering,OTHER ASIAN COUNTRY,93,47700
B++,CA,none,Management,AUSTRALIA,64,53600
A,BA,Finance,others,OTHER EUROPIAN COUNTRY,197,37800
A,PG in HR,Finance,none,OTHER ASIAN COUNTRY,161,42400
NO GRADE,BCom,Finance,Finance,US,22,56800
B+,CA,Art,Management,CANADA,92,51300
NO GRADE,BE in Datascience,IT,Economics,INDIA,112,55800
D,PG in Marketing,Managment,others,OTHER ASIAN COUNTRY,46,53900
NO GRADE,"BE in cse,electronics,IT,Telecom",Managment,none,OTHER EUROPIAN COUNTRY,125,44500
D,CA,Finance,IT,UK,184,44100
D,BE in Datascience,Finance,others,US,105,51000
NO GRADE,BE in others,Finance,Economics,CANADA,192,40800
D,"BE in cse,electronics,IT,Telecom",Datascience,others,AUSTRALIA,192,44300
B+,PG in HR,Art,Finance,CANADA,32,58800
C,"BE in cse,electronics,IT,Telecom",Finance,Engineering,INDIA,127,51800
A++,BE in others,Datascience,Management,CANADA,150,45500
B++,BCom,IT,Finance,OTHER EUROPIAN COUNTRY,136,42900
B,BE in Datascience,Managment,Engineering,GERMANY,181,47400
A+,CA,Art,Engineering,US,80,57000
C,"BE in cse,electronics,IT,Telecom",Art,others,OTHER ASIAN COUNTRY,3,57700
A+,B.Sc,Finance,Finance,none,141,38900
D,"BE in cse,electronics,IT,Telecom",Art,Economics,AUSTRALIA,89,57600
A,BA,Managment,Finance,INDIA,58,58200
A++,PG in finance,Managment,IT,OTHER EUROPIAN COUNTRY,53,57700
B++,PG in datascience,Managment,others,OTHER ASIAN COUNTRY,129,45600
A++,PG in Marketing,Finance,Economics,CANADA,21,58900
B++,BCom,Managment,Engineering,INDIA,173,46200
D,PG in Marketing,IT,Management,AUSTRALIA,194,45600
A++,CA,none,others,US,193,37200
B,BE in Datascience,IT,Engineering,US,79,58100
A++,PG in HR,Finance,IT,GERMANY,39,63100
C,BE in Datascience,Managment,Management,GERMANY,200,44500
C,CA,Datascience,none,GERMANY,60,54000
C,PG in Marketing,IT,others,OTHER ASIAN COUNTRY,37,54300
C,"BE in cse,electronics,IT,Telecom",Art,none,UK,14,56100
A++,BCom,Finance,Economics,US,73,54700
A,BE in others,Art,others,OTHER EUROPIAN COUNTRY,162,40800
B++,BCom,Art,Engineering,AUSTRALIA,50,58500
NO GRADE,BE in Datascience,Datascience,Engineering,INDIA,13,66200
D,BE in others,none,Engineering,AUSTRALIA,46,55400
A+,PG in datascience,Managment,none,AUSTRALIA,26,58900
A,BA,none,Management,GERMANY,55,53000
A++,BE in Datascience,Finance,Economics,none,53,55200
A+,BE in others,Datascience,Finance,none,11,56400
C,BE in others,Art,Economics,UK,148,47200
B,PG in finance,Managment,IT,INDIA,155,51500
A++,"BE in cse,electronics,IT,Telecom",Art,Finance,OTHER ASIAN COUNTRY,200,39000
A,BE in Datascience,Datascience,Engineering,AUSTRALIA,196,48400
B+,BCom,none,Finance,AUSTRALIA,194,36600
NO GRADE,PG in Marketing,IT,Finance,CANADA,103,48700
A++,"BE in cse,electronics,IT,Telecom",Managment,none,INDIA,47,56300
NO GRADE,BE in Datascience,none,none,AUSTRALIA,125,44500
B+,B.Sc,Finance,Engineering,UK,98,48200
C,"BE in cse,electronics,IT,Telecom",Art,others,none,194,37100
C,CA,Art,Finance,AUSTRALIA,180,45500
B++,BE in others,IT,others,OTHER ASIAN COUNTRY,76,49400
A++,BE in others,Datascience,others,US,190,42500
D,B.Sc,Datascience,Engineering,OTHER EUROPIAN COUNTRY,108,48200
NO GRADE,BE in Datascience,Art,Economics,US,112,55300
B+,PG in finance,Managment,others,none,196,37400
D,BA,Datascience,none,INDIA,136,48400
B+,BE in others,Datascience,Engineering,UK,106,51900
B++,BE in others,Art,IT,OTHER ASIAN COUNTRY,103,51200
C,PG in datascience,Art,others,CANADA,38,54200
A+,PG in finance,Datascience,others,GERMANY,47,56800
D,PG in datascience,IT,IT,UK,55,58000
C,BE in Datascience,none,Engineering,none,154,40600
B,PG in datascience,Datascience,IT,INDIA,122,55300
D,BA,Art,others,INDIA,165,46000
A,"BE in cse,electronics,IT,Telecom",Managment,Finance,OTHER EUROPIAN COUNTRY,197,39800
B,PG in Marketing,Art,others,AUSTRALIA,49,57600
A+,BA,Art,Engineering,INDIA,41,61900
A++,CA,Datascience,Management,UK,133,49200
A,CA,Finance,Engineering,GERMANY,57,57300
B+,BCom,Managment,Economics,AUSTRALIA,109,53600
A+,PG in finance,Art,Management,CANADA,187,41800
B++,BE in Datascience,none,Finance,none,168,36700
A++,BCom,Datascience,Finance,none,171,38900
C,"BE in cse,electronics,IT,Telecom",none,others,UK,39,50100
D,CA,IT,IT,none,173,43700
D,BCom,IT,IT,GERMANY,26,59900
B+,BE in Datascience,Art,Economics,none,105,51000
A,BE in Datascience,none,others,GERMANY,161,40400
NO GRADE,PG in Marketing,Datascience,Economics,OTHER EUROPIAN COUNTRY,84,54600
B,CA,Managment,others,GERMANY,147,46300
B,BE in others,Datascience,others,OTHER ASIAN COUNTRY,131,44900
D,BA,Datascience,others,GERMANY,130,49000
C,PG in HR,none,Finance,US,13,59200
NO GRADE,BE in others,none,Management,AUSTRALIA,14,57600
A+,PG in HR,Art,Finance,UK,2,62800
D,BE in others,Finance,Finance,OTHER ASIAN COUNTRY,175,39500
A++,BE in others,Finance,IT,INDIA,148,49700
NO GRADE,BCom,none,Engineering,UK,194,35600
B+,BCom,none,Finance,UK,45,48000
A+,PG in HR,Managment,Management,US,118,55700
B+,PG in HR,Finance,IT,AUSTRALIA,133,55700
B,PG in finance,Datascience,Finance,none,90,49500
C,CA,Art,Engineering,INDIA,47,60800
A,CA,IT,others,OTHER EUROPIAN COUNTRY,192,38800
D,BE in Datascience,Finance,Management,CANADA,70,53500
A,PG in HR,Finance,Engineering,OTHER EUROPIAN COUNTRY,115,52000
B+,PG in datascience,none,Finance,OTHER ASIAN COUNTRY,19,52100
C,BE in others,Art,none,INDIA,66,52900
A+,PG in finance,Managment,others,OTHER ASIAN COUNTRY,99,48600
D,PG in HR,IT,Finance,OTHER EUROPIAN COUNTRY,23,59700
B+,BE in Datascience,Datascience,IT,AUSTRALIA,67,62300
A,PG in Marketing,Datascience,Management,none,88,51200
A++,BE in Datascience,Art,Finance,none,92,49300
C,BE in Datascience,Managment,Engineering,CANADA,198,43200
B+,BE in others,IT,IT,GERMANY,44,59600
NO GRADE,BE in others,none,IT,CANADA,117,44800
A,BA,IT,none,GERMANY,145,45000
B,PG in HR,IT,none,AUSTRALIA,124,51600
C,BE in Datascience,Managment,others,AUSTRALIA,163,47700
A,PG in Marketing,Datascience,others,CANADA,173,41700
NO GRADE,BCom,Finance,others,UK,197,35800
A++,BE in Datascience,Managment,Management,UK,42,58800
B+,CA,IT,IT,AUSTRALIA,118,55200
NO GRADE,PG in Marketing,Finance,none,OTHER EUROPIAN COUNTRY,88,46700
C,BE in Datascience,Art,Economics,GERMANY,48,60700
NO GRADE,"BE in cse,electronics,IT,Telecom",Finance,Finance,AUSTRALIA,12,61300
NO GRADE,BCom,Art,Management,none,189,37600
C,BE in others,Datascience,Engineering,OTHER EUROPIAN COUNTRY,86,52900
C,PG in finance,Datascience,Management,OTHER ASIAN COUNTRY,117,49800
A+,PG in Marketing,Art,Management,OTHER EUROPIAN COUNTRY,130,47500
A+,PG in datascience,Art,none,US,195,40500
A+,"BE in cse,electronics,IT,Telecom",Datascience,IT,OTHER EUROPIAN COUNTRY,184,45100
A++,CA,none,IT,US,113,49700
A++,PG in HR,none,IT,UK,181,43400
NO GRADE,"BE in cse,electronics,IT,Telecom",Datascience,Economics,INDIA,157,51300
A++,B.Sc,IT,Economics,OTHER EUROPIAN COUNTRY,26,55900
NO GRADE,BCom,Datascience,others,CANADA,65,50000
C,PG in finance,IT,Engineering,AUSTRALIA,149,51100
C,BCom,none,none,OTHER EUROPIAN COUNTRY,108,38200
C,CA,Finance,IT,UK,117,50800
B+,BE in others,none,others,INDIA,197,36300
D,"BE in cse,electronics,IT,Telecom",Managment,Management,US,135,51000
A,BA,IT,Engineering,OTHER EUROPIAN COUNTRY,133,48700
C,PG in datascience,Finance,none,US,100,49000
B,PG in finance,Datascience,Economics,OTHER EUROPIAN COUNTRY,86,54400
B,PG in HR,none,Economics,AUSTRALIA,175,47000
B+,CA,Art,none,CANADA,122,44300
A++,PG in Marketing,Art,Management,INDIA,164,48100
B,BE in Datascience,IT,IT,AUSTRALIA,84,59600
C,PG in datascience,Datascience,Management,CANADA,181,43400
B++,PG in HR,Finance,Management,GERMANY,7,64300
A,BCom,Finance,none,AUSTRALIA,90,48500
NO GRADE,PG in finance,Datascience,IT,GERMANY,184,47600
B,BA,Art,Finance,none,12,56800
A+,BE in Datascience,IT,none,CANADA,13,56200
C,PG in finance,Datascience,Management,AUSTRALIA,111,54900
B++,B.Sc,Art,Management,CANADA,172,39800
B,PG in HR,Managment,IT,CANADA,104,55600
D,BCom,Managment,Management,OTHER ASIAN COUNTRY,179,40600
B,BCom,IT,Management,UK,29,56100
A++,PG in Marketing,Art,IT,US,178,48200
B,PG in finance,none,IT,GERMANY,107,49300
A++,B.Sc,Art,Finance,OTHER EUROPIAN COUNTRY,154,40100
A,PG in HR,IT,Finance,INDIA,185,47500
A+,B.Sc,Art,IT,INDIA,179,45100
NO GRADE,"BE in cse,electronics,IT,Telecom",Art,IT,OTHER ASIAN COUNTRY,146,47900
B,BCom,none,others,INDIA,121,42400
A,BE in others,Finance,Management,OTHER ASIAN COUNTRY,162,42300
A+,BA,Finance,Economics,OTHER EUROPIAN COUNTRY,149,46600
B,B.Sc,Finance,others,CANADA,21,51400
A+,"BE in cse,electronics,IT,Telecom",Datascience,Finance,GERMANY,168,45700
NO GRADE,BCom,IT,IT,GERMANY,48,57700
A++,BE in Datascience,Art,others,CANADA,194,39600
NO GRADE,BCom,none,none,AUSTRALIA,122,41300
A,PG in Marketing,Art,Finance,CANADA,151,43900
C,PG in finance,none,others,AUSTRALIA,10,56500
B+,BE in Datascience,Finance,IT,OTHER EUROPIAN COUNTRY,79,54600
B+,CA,Art,Economics,GERMANY,20,62500
B,BE in others,Managment,Finance,INDIA,37,58800
A,PG in Marketing,Managment,others,GERMANY,50,56000
NO GRADE,BA,IT,Management,UK,112,50800
C,CA,Datascience,none,US,92,51800
A+,PG in HR,none,Management,OTHER ASIAN COUNTRY,28,55700
A++,PG in HR,Finance,Economics,US,170,50500
C,PG in Marketing,none,IT,CANADA,33,54200
B+,BE in Datascience,Finance,Finance,OTHER EUROPIAN COUNTRY,110,48000
A,BE in Datascience,none,none,OTHER ASIAN COUNTRY,18,50700
NO GRADE,PG in datascience,Managment,IT,UK,32,60800
D,PG in finance,Managment,Management,GERMANY,36,59900
D,PG in datascience,Art,Finance,UK,100,50000
NO GRADE,BA,none,IT,UK,134,45600
B++,PG in Marketing,Datascience,Engineering,GERMANY,48,60200
B++,BE in others,IT,others,GERMANY,89,50600
B++,CA,Finance,IT,UK,181,44400
B,B.Sc,none,Engineering,none,199,31600
C,BE in Datascience,Datascience,IT,none,124,50600
NO GRADE,B.Sc,IT,Finance,OTHER ASIAN COUNTRY,146,40900
B++,B.Sc,Finance,Finance,OTHER ASIAN COUNTRY,80,46500
D,B.Sc,Art,Economics,US,20,60000
B+,"BE in cse,electronics,IT,Telecom",Managment,none,CANADA,111,45900
C,CA,Art,IT,CANADA,137,48800
B++,CA,Managment,others,AUSTRALIA,121,50900
B,PG in Marketing,Datascience,none,none,125,43500
D,BE in others,Managment,Management,CANADA,160,44000
C,PG in datascience,Art,Management,OTHER ASIAN COUNTRY,139,46600
A++,BE in others,IT,Engineering,UK,192,42300
C,PG in Marketing,Datascience,Economics,OTHER EUROPIAN COUNTRY,47,58300
B,BA,Datascience,others,AUSTRALIA,113,52700
A+,BCom,Finance,none,AUSTRALIA,113,46200
NO GRADE,PG in datascience,Finance,Management,INDIA,125,51000
B+,CA,Managment,Economics,AUSTRALIA,163,50700
C,PG in HR,Datascience,others,OTHER ASIAN COUNTRY,50,57000
NO GRADE,BA,Finance,Economics,US,140,51000
A++,BE in Datascience,Managment,none,INDIA,111,50900
A+,PG in Marketing,Art,others,US,25,59000
B++,BCom,Finance,Engineering,OTHER EUROPIAN COUNTRY,170,41000
NO GRADE,CA,none,others,OTHER EUROPIAN COUNTRY,158,37200
D,"BE in cse,electronics,IT,Telecom",Art,others,OTHER EUROPIAN COUNTRY,200,38000
A,BE in others,Art,Economics,GERMANY,50,58500
B++,PG in Marketing,Managment,Engineering,AUSTRALIA,145,52000
D,BE in Datascience,Finance,none,UK,142,43300
A,CA,Managment,Engineering,CANADA,140,48000
A+,PG in datascience,Managment,Economics,none,79,53100
B+,PG in HR,IT,others,none,176,41900
A,PG in datascience,IT,none,none,67,48300
A++,"BE in cse,electronics,IT,Telecom",IT,Economics,US,33,62200
B++,B.Sc,Managment,Economics,CANADA,109,48100
B,BE in others,IT,others,OTHER EUROPIAN COUNTRY,83,48700
A,BE in others,Datascience,Management,US,29,61100
B+,PG in Marketing,Finance,Economics,OTHER EUROPIAN COUNTRY,103,50700
A+,PG in datascience,IT,none,US,198,40200
A++,BA,IT,Finance,US,27,60300
A+,PG in HR,Finance,none,OTHER EUROPIAN COUNTRY,108,47700
C,BE in others,Art,Management,CANADA,76,51900
D,PG in finance,Managment,none,OTHER EUROPIAN COUNTRY,16,55400
B+,BE in Datascience,none,others,CANADA,148,39200
C,PG in Marketing,Managment,Finance,CANADA,51,54400
B+,PG in finance,none,others,GERMANY,74,48100
A+,PG in Marketing,Datascience,IT,OTHER EUROPIAN COUNTRY,191,44400
A++,PG in datascience,Finance,none,OTHER ASIAN COUNTRY,163,39200
A++,BCom,IT,Management,US,160,45500
A++,PG in datascience,IT,Management,CANADA,107,49800
B,"BE in cse,electronics,IT,Telecom",IT,IT,UK,136,49900
A,"BE in cse,electronics,IT,Telecom",Datascience,none,AUSTRALIA,33,58700
A,BE in others,Art,IT,none,71,52900
B++,PG in HR,Finance,Finance,UK,23,59700
NO GRADE,PG in finance,Art,others,CANADA,201,37900
A+,PG in HR,Managment,none,AUSTRALIA,104,54100
C,PG in datascience,none,none,OTHER EUROPIAN COUNTRY,91,42400
B++,BCom,IT,Management,OTHER EUROPIAN COUNTRY,52,52800
C,PG in finance,IT,Economics,AUSTRALIA,187,47800
A+,PG in datascience,none,Engineering,OTHER EUROPIAN COUNTRY,23,54200
B++,BCom,none,Economics,UK,91,46400
D,PG in finance,Finance,Engineering,OTHER EUROPIAN COUNTRY,56,54900
A+,B.Sc,Datascience,Finance,CANADA,154,41100
C,PG in Marketing,none,Management,CANADA,196,35900
A++,BE in others,Finance,Economics,INDIA,176,46400
B,BE in Datascience,IT,Economics,INDIA,133,53700
B++,PG in finance,Managment,Management,OTHER ASIAN COUNTRY,110,50000
C,B.Sc,Managment,IT,CANADA,157,43800
B,BCom,Finance,Finance,OTHER ASIAN COUNTRY,74,48100
NO GRADE,PG in datascience,IT,Finance,none,96,47900
NO GRADE,PG in datascience,Finance,Management,OTHER ASIAN COUNTRY,158,43700
D,BA,Finance,Finance,OTHER EUROPIAN COUNTRY,145,44000
A++,BE in Datascience,Art,IT,CANADA,80,55500
B+,BE in Datascience,Managment,Economics,AUSTRALIA,72,60800
B++,B.Sc,IT,others,OTHER EUROPIAN COUNTRY,103,44200
A++,PG in HR,IT,none,AUSTRALIA,3,63700
B++,BCom,IT,IT,US,196,43900
NO GRADE,BA,Datascience,Finance,none,192,39800
A+,BA,IT,Finance,OTHER EUROPIAN COUNTRY,94,50100
A+,CA,IT,others,OTHER EUROPIAN COUNTRY,88,49200
NO GRADE,BE in others,Art,Management,INDIA,108,52700
NO GRADE,PG in HR,IT,Economics,AUSTRALIA,60,63500
B++,BCom,none,others,GERMANY,74,45600
A++,PG in HR,Art,Economics,AUSTRALIA,157,53800
C,PG in finance,Managment,Finance,OTHER ASIAN COUNTRY,31,56400
C,BE in others,Art,Finance,GERMANY,192,41300
NO GRADE,BE in others,Art,Economics,US,179,46600
D,PG in datascience,Finance,Engineering,OTHER ASIAN COUNTRY,115,49000
C,BE in others,Datascience,Engineering,CANADA,148,46700
A+,PG in datascience,Finance,none,US,19,57100
A,B.Sc,none,Finance,UK,23,49200
B,PG in finance,Art,Finance,none,95,48000
C,PG in HR,none,IT,none,15,57500
NO GRADE,PG in Marketing,IT,none,AUSTRALIA,77,53300
B+,BA,IT,none,INDIA,155,45500
A+,B.Sc,Managment,IT,US,84,54600
C,CA,Art,Economics,US,68,58700
D,BCom,IT,Economics,OTHER ASIAN COUNTRY,189,40600
A+,PG in Marketing,Finance,Finance,GERMANY,163,44200
B+,BCom,Managment,others,CANADA,194,36600
B,B.Sc,IT,Engineering,GERMANY,88,51700
D,PG in datascience,IT,others,none,20,54500
A,CA,Finance,others,UK,73,50700
B++,PG in HR,Datascience,Engineering,OTHER ASIAN COUNTRY,17,63800
B,PG in Marketing,Art,none,OTHER EUROPIAN COUNTRY,133,43200
B,CA,Managment,Economics,CANADA,66,55900
A++,PG in finance,Datascience,Economics,UK,174,46600
B+,BE in others,Datascience,IT,GERMANY,175,47500
B++,PG in datascience,Managment,others,OTHER ASIAN COUNTRY,40,54500
A+,BE in Datascience,Finance,others,none,159,40600
B++,PG in datascience,Art,Management,GERMANY,105,52500
C,CA,Finance,Engineering,US,146,49400
A,PG in Marketing,Managment,others,US,136,48400
A,PG in datascience,none,Finance,OTHER ASIAN COUNTRY,148,39200
A,BCom,none,Engineering,CANADA,131,40900
B,BA,IT,none,AUSTRALIA,153,46200
B++,PG in Marketing,Datascience,Management,none,142,45800
B+,CA,Art,none,GERMANY,83,50700
B++,CA,Datascience,IT,OTHER EUROPIAN COUNTRY,91,54400
B,PG in Marketing,IT,Engineering,GERMANY,4,63600
C,CA,Datascience,others,AUSTRALIA,27,60800
B,PG in Marketing,Managment,Economics,AUSTRALIA,155,51500
A+,PG in datascience,Finance,Management,AUSTRALIA,155,48500
D,PG in Marketing,none,Finance,none,6,51900
B+,PG in finance,Managment,IT,OTHER EUROPIAN COUNTRY,43,58700
A++,PG in HR,Finance,IT,OTHER EUROPIAN COUNTRY,83,56200
A,PG in Marketing,Art,others,none,11,55400
A+,B.Sc,Art,others,INDIA,77,50800
A++,CA,Finance,none,GERMANY,18,56200
C,PG in Marketing,Managment,Management,OTHER ASIAN COUNTRY,6,60400
A++,BE in others,Art,IT,UK,117,50800
A+,B.Sc,Managment,IT,GERMANY,25,59500
B++,PG in finance,none,Economics,OTHER EUROPIAN COUNTRY,193,37700
NO GRADE,B.Sc,Art,Economics,INDIA,126,49900
A++,PG in finance,Datascience,Economics,OTHER EUROPIAN COUNTRY,35,59500
B++,BCom,Managment,Engineering,none,2,57800
NO GRADE,BCom,Datascience,Finance,CANADA,49,52600
B,BA,Art,Economics,none,122,48800
C,BE in others,Finance,Finance,AUSTRALIA,173,44200
B,BA,Finance,Economics,US,92,55800
B++,BCom,IT,Economics,OTHER EUROPIAN COUNTRY,147,44800
B,PG in HR,Managment,Engineering,OTHER ASIAN COUNTRY,91,55900
NO GRADE,PG in datascience,IT,IT,GERMANY,172,47800
A,BE in others,IT,Economics,CANADA,93,51700
C,PG in Marketing,none,Management,OTHER ASIAN COUNTRY,201,35400
A+,BA,Datascience,Finance,UK,171,44400
A+,PG in datascience,Managment,IT,OTHER ASIAN COUNTRY,61,56900
B,BA,Managment,Engineering,INDIA,1,66400
A,BA,IT,IT,none,35,58000
NO GRADE,PG in finance,Finance,none,OTHER EUROPIAN COUNTRY,117,43800
D,CA,Datascience,none,INDIA,34,58100
C,PG in Marketing,Managment,Management,US,196,44900
A++,BE in Datascience,IT,others,AUSTRALIA,136,49900
D,PG in datascience,Datascience,others,GERMANY,100,51500
B,BE in others,Finance,IT,GERMANY,167,46300
A,BE in others,Managment,none,GERMANY,147,43800
C,BCom,Art,none,CANADA,21,51900
A+,PG in HR,Art,IT,AUSTRALIA,107,59300
A++,CA,Datascience,others,US,62,56300
B++,"BE in cse,electronics,IT,Telecom",Datascience,Engineering,none,74,53600
B+,CA,Managment,Engineering,OTHER ASIAN COUNTRY,33,58700
B++,PG in Marketing,IT,Economics,AUSTRALIA,104,56100
NO GRADE,"BE in cse,electronics,IT,Telecom",Art,IT,none,160,45000
B++,BCom,Datascience,Engineering,none,150,43500
A+,BA,Datascience,Management,US,123,53200
A++,BCom,Managment,none,none,128,40200
D,BE in others,IT,none,CANADA,152,40300
D,PG in Marketing,Managment,IT,UK,172,46800
B,BE in Datascience,Datascience,Finance,GERMANY,36,59900
D,PG in datascience,Art,others,US,31,58400
C,BE in Datascience,Art,others,none,68,50700
B++,"BE in cse,electronics,IT,Telecom",Managment,Management,none,170,42500
B++,"BE in cse,electronics,IT,Telecom",Finance,IT,CANADA,96,51900
A++,B.Sc,Managment,IT,CANADA,158,43700
B++,PG in HR,Managment,IT,GERMANY,95,59000
A+,PG in datascience,IT,Engineering,OTHER EUROPIAN COUNTRY,120,49500
D,PG in finance,none,Engineering,none,173,37700
A+,CA,none,Economics,GERMANY,96,49900
NO GRADE,PG in datascience,Managment,others,US,185,43500
D,PG in datascience,Datascience,Finance,GERMANY,188,43700
A,B.Sc,Finance,Engineering,CANADA,107,46300
A,PG in finance,IT,none,UK,120,45500
B+,PG in finance,Art,Economics,UK,23,60700
A++,"BE in cse,electronics,IT,Telecom",Managment,Engineering,US,122,53300
B++,BE in others,IT,Economics,CANADA,12,59800
NO GRADE,"BE in cse,electronics,IT,Telecom",IT,others,OTHER EUROPIAN COUNTRY,89,49100
C,PG in datascience,Datascience,others,CANADA,21,56900
B++,BCom,Datascience,none,UK,29,53100
B,BE in others,IT,Engineering,AUSTRALIA,2,64800
B+,PG in datascience,Art,Management,UK,144,47100
A,PG in finance,none,others,GERMANY,106,44900
A,"BE in cse,electronics,IT,Telecom",Managment,Finance,UK,51,55400
A,CA,Managment,IT,UK,20,62000
D,B.Sc,Datascience,IT,OTHER ASIAN COUNTRY,37,56300
B,PG in finance,Managment,Management,US,130,51500
